"","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","rental_type","rental_num","rentalship","day_in_month","year"
"1630","2011-06-17",2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,"both",4844,"Mid",17,2011
"1631","2011-06-18",2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,"both",5119,"Mid",18,2011
"1632","2011-06-19",2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,"both",4744,"Mid",19,2011
"1633","2011-06-20",2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,"both",4010,"Mid",20,2011
"1634","2011-06-21",3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,"both",4835,"Mid",21,2011
"1635","2011-06-22",3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,"both",4507,"Mid",22,2011
"1636","2011-06-23",3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,"both",4790,"Mid",23,2011
"1637","2011-06-24",3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,"both",4991,"Mid",24,2011
"1638","2011-06-25",3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,"both",5202,"Mid",25,2011
"1639","2011-06-26",3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,"both",5305,"High",26,2011
"1640","2011-06-27",3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,"both",4708,"Mid",27,2011
"1641","2011-06-28",3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,"both",4648,"Mid",28,2011
"1642","2011-06-29",3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,"both",5225,"Mid",29,2011
"1643","2011-06-30",3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,"both",5515,"High",30,2011
"1644","2011-07-01",3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,"both",5362,"High",1,2011
"1645","2011-07-02",3,0,7,0,6,0,1,0.738333,0.667308,0.444583,0.115062,"both",5119,"Mid",2,2011
"1646","2011-07-03",3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,"both",4649,"Mid",3,2011
"1647","2011-07-04",3,0,7,1,1,0,2,0.726667,0.665417,0.637917,0.0814792,"both",6043,"High",4,2011
"1648","2011-07-05",3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,"both",4665,"Mid",5,2011
"1649","2011-07-06",3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,"both",4629,"Mid",6,2011
"1650","2011-07-07",3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,"both",4592,"Mid",7,2011
"1651","2011-07-08",3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,"both",4040,"Mid",8,2011
"1652","2011-07-09",3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,"both",5336,"High",9,2011
"1653","2011-07-10",3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,"both",4881,"Mid",10,2011
"1654","2011-07-11",3,0,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,"both",4086,"Mid",11,2011
"1655","2011-07-12",3,0,7,0,2,1,1,0.794167,0.739275,0.559167,0.200254,"both",4258,"Mid",12,2011
"1656","2011-07-13",3,0,7,0,3,1,1,0.746667,0.689404,0.631667,0.146133,"both",4342,"Mid",13,2011
"1657","2011-07-14",3,0,7,0,4,1,1,0.680833,0.635104,0.47625,0.240667,"both",5084,"Mid",14,2011
"1658","2011-07-15",3,0,7,0,5,1,1,0.663333,0.624371,0.59125,0.182833,"both",5538,"High",15,2011
"1659","2011-07-16",3,0,7,0,6,0,1,0.686667,0.638263,0.585,0.208342,"both",5923,"High",16,2011
"1660","2011-07-17",3,0,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,"both",5302,"High",17,2011
"1661","2011-07-18",3,0,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804,"both",4458,"Mid",18,2011
"1662","2011-07-19",3,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,"both",4541,"Mid",19,2011
"1663","2011-07-20",3,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,"both",4332,"Mid",20,2011
"1664","2011-07-21",3,0,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,"both",3784,"Mid",21,2011
"1665","2011-07-22",3,0,7,0,5,1,1,0.848333,0.840896,0.580417,0.1331,"both",3387,"Low",22,2011
"1666","2011-07-23",3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,"both",3285,"Low",23,2011
"1667","2011-07-24",3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,"both",3606,"Low",24,2011
"1668","2011-07-25",3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,"both",3840,"Mid",25,2011
"1669","2011-07-26",3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,"both",4590,"Mid",26,2011
"1670","2011-07-27",3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,"both",4656,"Mid",27,2011
"1671","2011-07-28",3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,"both",4390,"Mid",28,2011
"1672","2011-07-29",3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,"both",3846,"Mid",29,2011
"1673","2011-07-30",3,0,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537,"both",4475,"Mid",30,2011
"1674","2011-07-31",3,0,7,0,0,0,1,0.805833,0.729796,0.480833,0.164813,"both",4302,"Mid",31,2011
"1675","2011-08-01",3,0,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,"both",4266,"Mid",1,2011
"1676","2011-08-02",3,0,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,"both",4845,"Mid",2,2011
"1677","2011-08-03",3,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.135583,"both",3574,"Low",3,2011
"1678","2011-08-04",3,0,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,"both",4576,"Mid",4,2011
"1679","2011-08-05",3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,"both",4866,"Mid",5,2011
"1680","2011-08-06",3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,"both",4294,"Mid",6,2011
"1681","2011-08-07",3,0,8,0,0,0,1,0.7425,0.715292,0.752917,0.201487,"both",3785,"Mid",7,2011
"1682","2011-08-08",3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,"both",4326,"Mid",8,2011
"1683","2011-08-09",3,0,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,"both",4602,"Mid",9,2011
"1684","2011-08-10",3,0,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,"both",4780,"Mid",10,2011
"1685","2011-08-11",3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,"both",4792,"Mid",11,2011
"1686","2011-08-12",3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,"both",4905,"Mid",12,2011
"1687","2011-08-13",3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,"both",4150,"Mid",13,2011
"1688","2011-08-14",3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,"both",3820,"Mid",14,2011
"1689","2011-08-15",3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,"both",4338,"Mid",15,2011
"1690","2011-08-16",3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,"both",4725,"Mid",16,2011
"1691","2011-08-17",3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,"both",4694,"Mid",17,2011
"1692","2011-08-18",3,0,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,"both",3805,"Mid",18,2011
"1693","2011-08-19",3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,"both",4153,"Mid",19,2011
"1694","2011-08-20",3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,"both",5191,"Mid",20,2011
"1695","2011-08-21",3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,"both",3873,"Mid",21,2011
"1696","2011-08-22",3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,"both",4758,"Mid",22,2011
"1697","2011-08-23",3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,"both",5895,"High",23,2011
"1698","2011-08-24",3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,"both",5130,"Mid",24,2011
"1699","2011-08-25",3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,"both",3542,"Low",25,2011
"1700","2011-08-26",3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,"both",4661,"Mid",26,2011
"1701","2011-08-27",3,0,8,0,6,0,2,0.68,0.635556,0.85,0.375617,"both",1115,"Low",27,2011
"1702","2011-08-28",3,0,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659,"both",4334,"Mid",28,2011
"1703","2011-08-29",3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,"both",4634,"Mid",29,2011
"1704","2011-08-30",3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,"both",5204,"Mid",30,2011
"1705","2011-08-31",3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,"both",5058,"Mid",31,2011
"1706","2011-09-01",3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,"both",5115,"Mid",1,2011
"1707","2011-09-02",3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,"both",4727,"Mid",2,2011
"1708","2011-09-03",3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,"both",4484,"Mid",3,2011
"1709","2011-09-04",3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,"both",4940,"Mid",4,2011
"1710","2011-09-05",3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,"both",3351,"Low",5,2011
"1711","2011-09-06",3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,"both",2710,"Low",6,2011
"1712","2011-09-07",3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,"both",1996,"Low",7,2011
"1713","2011-09-08",3,0,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748,"both",1842,"Low",8,2011
"1714","2011-09-09",3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,"both",3544,"Low",9,2011
"1715","2011-09-10",3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,"both",5345,"High",10,2011
"1716","2011-09-11",3,0,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,"both",5046,"Mid",11,2011
"1717","2011-09-12",3,0,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913,"both",4713,"Mid",12,2011
"1718","2011-09-13",3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804,"both",4763,"Mid",13,2011
"1719","2011-09-14",3,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,"both",4785,"Mid",14,2011
"1720","2011-09-15",3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,"both",3659,"Low",15,2011
"1721","2011-09-16",3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,"both",4760,"Mid",16,2011
"1722","2011-09-17",3,0,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,"both",4511,"Mid",17,2011
"1723","2011-09-18",3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,"both",4274,"Mid",18,2011
"1724","2011-09-19",3,0,9,0,1,1,2,0.549167,0.529675,0.69,0.151742,"both",4539,"Mid",19,2011
"1725","2011-09-20",3,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,"both",3641,"Low",20,2011
"1726","2011-09-21",3,0,9,0,3,1,2,0.595,0.550533,0.9,0.0964042,"both",4352,"Mid",21,2011
"1727","2011-09-22",3,0,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,"both",4795,"Mid",22,2011
"1728","2011-09-23",4,0,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,"both",2395,"Low",23,2011
"1729","2011-09-24",4,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,"both",5423,"High",24,2011
"1730","2011-09-25",4,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,"both",5010,"Mid",25,2011
"1731","2011-09-26",4,0,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,"both",4630,"Mid",26,2011
"1732","2011-09-27",4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,"both",4120,"Mid",27,2011
"1733","2011-09-28",4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,"both",3907,"Mid",28,2011
"1734","2011-09-29",4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,"both",4839,"Mid",29,2011
"1735","2011-09-30",4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,"both",5202,"Mid",30,2011
"1736","2011-10-01",4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,"both",2429,"Low",1,2011
"1737","2011-10-02",4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,"both",2918,"Low",2,2011
"1738","2011-10-03",4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,"both",3570,"Low",3,2011
"1739","2011-10-04",4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,"both",4456,"Mid",4,2011
"1740","2011-10-05",4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,"both",4826,"Mid",5,2011
"1741","2011-10-06",4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,"both",4765,"Mid",6,2011
"1742","2011-10-07",4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,"both",4985,"Mid",7,2011
"1743","2011-10-08",4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,"both",5409,"High",8,2011
"1744","2011-10-09",4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,"both",5511,"High",9,2011
"1745","2011-10-10",4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,"both",5117,"Mid",10,2011
"1746","2011-10-11",4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,"both",4563,"Mid",11,2011
"1747","2011-10-12",4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,"both",2416,"Low",12,2011
"1748","2011-10-13",4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,"both",2913,"Low",13,2011
"1749","2011-10-14",4,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,"both",3644,"Low",14,2011
"1750","2011-10-15",4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,"both",5217,"Mid",15,2011
"1751","2011-10-16",4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,"both",5041,"Mid",16,2011
"1752","2011-10-17",4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,"both",4570,"Mid",17,2011
"1753","2011-10-18",4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,"both",4748,"Mid",18,2011
"1754","2011-10-19",4,0,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,"both",2424,"Low",19,2011
"1755","2011-10-20",4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,"both",4195,"Mid",20,2011
"1756","2011-10-21",4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,"both",4304,"Mid",21,2011
"1757","2011-10-22",4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,"both",4308,"Mid",22,2011
"1758","2011-10-23",4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,"both",4381,"Mid",23,2011
"1759","2011-10-24",4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,"both",4187,"Mid",24,2011
"1760","2011-10-25",4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,"both",4687,"Mid",25,2011
"1761","2011-10-26",4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,"both",3894,"Mid",26,2011
"1762","2011-10-27",4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,"both",2659,"Low",27,2011
"1763","2011-10-28",4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,"both",3747,"Mid",28,2011
"1764","2011-10-29",4,0,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,"both",627,"Low",29,2011
"1765","2011-10-30",4,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,"both",3331,"Low",30,2011
"1766","2011-10-31",4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,"both",3669,"Low",31,2011
"1767","2011-11-01",4,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,"both",4068,"Mid",1,2011
"1768","2011-11-02",4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,"both",4186,"Mid",2,2011
"1769","2011-11-03",4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,"both",3974,"Mid",3,2011
"1770","2011-11-04",4,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,"both",4046,"Mid",4,2011
"1771","2011-11-05",4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,"both",3926,"Mid",5,2011
"1772","2011-11-06",4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,"both",3649,"Low",6,2011
"1773","2011-11-07",4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,"both",4035,"Mid",7,2011
"1774","2011-11-08",4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,"both",4205,"Mid",8,2011
"1775","2011-11-09",4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,"both",4109,"Mid",9,2011
"1776","2011-11-10",4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,"both",2933,"Low",10,2011
"1777","2011-11-11",4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,"both",3368,"Low",11,2011
"1778","2011-11-12",4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,"both",4067,"Mid",12,2011
"1779","2011-11-13",4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,"both",3717,"Mid",13,2011
"1780","2011-11-14",4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,"both",4486,"Mid",14,2011
"1781","2011-11-15",4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,"both",4195,"Mid",15,2011
"1782","2011-11-16",4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,"both",1817,"Low",16,2011
"1783","2011-11-17",4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,"both",3053,"Low",17,2011
"1784","2011-11-18",4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,"both",3392,"Low",18,2011
"1785","2011-11-19",4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,"both",3663,"Low",19,2011
"1786","2011-11-20",4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,"both",3520,"Low",20,2011
"1787","2011-11-21",4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,"both",2765,"Low",21,2011
"1788","2011-11-22",4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,"both",1607,"Low",22,2011
"1789","2011-11-23",4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,"both",2566,"Low",23,2011
"1790","2011-11-24",4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,"both",1495,"Low",24,2011
"1791","2011-11-25",4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,"both",2792,"Low",25,2011
"1792","2011-11-26",4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,"both",3068,"Low",26,2011
"1793","2011-11-27",4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,"both",3071,"Low",27,2011
"1794","2011-11-28",4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,"both",3867,"Mid",28,2011
"1795","2011-11-29",4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,"both",2914,"Low",29,2011
"1796","2011-11-30",4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,"both",3613,"Low",30,2011
"1797","2011-12-01",4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,"both",3727,"Mid",1,2011
"1798","2011-12-02",4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,"both",3940,"Mid",2,2011
"1799","2011-12-03",4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,"both",3614,"Low",3,2011
"1800","2011-12-04",4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,"both",3485,"Low",4,2011
"1801","2011-12-05",4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,"both",3811,"Mid",5,2011
"1802","2011-12-06",4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,"both",2594,"Low",6,2011
"1803","2011-12-07",4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,"both",705,"Low",7,2011
"1804","2011-12-08",4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,"both",3322,"Low",8,2011
"1805","2011-12-09",4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,"both",3620,"Low",9,2011
"1806","2011-12-10",4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,"both",3190,"Low",10,2011
"1807","2011-12-11",4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,"both",2743,"Low",11,2011
"1808","2011-12-12",4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,"both",3310,"Low",12,2011
"1809","2011-12-13",4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,"both",3523,"Low",13,2011
"1810","2011-12-14",4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,"both",3740,"Mid",14,2011
"1811","2011-12-15",4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,"both",3709,"Low",15,2011
"1812","2011-12-16",4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,"both",3577,"Low",16,2011
"1813","2011-12-17",4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,"both",2739,"Low",17,2011
"1814","2011-12-18",4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,"both",2431,"Low",18,2011
"1815","2011-12-19",4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,"both",3403,"Low",19,2011
"1816","2011-12-20",4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,"both",3750,"Mid",20,2011
"1817","2011-12-21",1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,"both",2660,"Low",21,2011
"1818","2011-12-22",1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,"both",3068,"Low",22,2011
"1819","2011-12-23",1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,"both",2209,"Low",23,2011
"1820","2011-12-24",1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,"both",1011,"Low",24,2011
"1821","2011-12-25",1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,"both",754,"Low",25,2011
"1822","2011-12-26",1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,"both",1317,"Low",26,2011
"1823","2011-12-27",1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,"both",1162,"Low",27,2011
"1824","2011-12-28",1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,"both",2302,"Low",28,2011
"1825","2011-12-29",1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,"both",2423,"Low",29,2011
"1826","2011-12-30",1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,"both",2999,"Low",30,2011
"1827","2011-12-31",1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,"both",2485,"Low",31,2011
"1828","2012-01-01",1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,"both",2294,"Low",1,2012
"1829","2012-01-02",1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,"both",1951,"Low",2,2012
"1830","2012-01-03",1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,"both",2236,"Low",3,2012
"1831","2012-01-04",1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,"both",2368,"Low",4,2012
"1832","2012-01-05",1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,"both",3272,"Low",5,2012
"1833","2012-01-06",1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,"both",4098,"Mid",6,2012
"1834","2012-01-07",1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,"both",4521,"Mid",7,2012
"1835","2012-01-08",1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,"both",3425,"Low",8,2012
"1836","2012-01-09",1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,"both",2376,"Low",9,2012
"1837","2012-01-10",1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,"both",3598,"Low",10,2012
"1838","2012-01-11",1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,"both",2177,"Low",11,2012
"1839","2012-01-12",1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,"both",4097,"Mid",12,2012
"1840","2012-01-13",1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,"both",3214,"Low",13,2012
"1841","2012-01-14",1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,"both",2493,"Low",14,2012
"1842","2012-01-15",1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,"both",2311,"Low",15,2012
"1843","2012-01-16",1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,"both",2298,"Low",16,2012
"1844","2012-01-17",1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,"both",2935,"Low",17,2012
"1845","2012-01-18",1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,"both",3376,"Low",18,2012
"1846","2012-01-19",1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,"both",3292,"Low",19,2012
"1847","2012-01-20",1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,"both",3163,"Low",20,2012
"1848","2012-01-21",1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,"both",1301,"Low",21,2012
"1849","2012-01-22",1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,"both",1977,"Low",22,2012
"1850","2012-01-23",1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,"both",2432,"Low",23,2012
"1851","2012-01-24",1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,"both",4339,"Mid",24,2012
"1852","2012-01-25",1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,"both",4270,"Mid",25,2012
"1853","2012-01-26",1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,"both",4075,"Mid",26,2012
"1854","2012-01-27",1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,"both",3456,"Low",27,2012
"1855","2012-01-28",1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,"both",4023,"Mid",28,2012
"1856","2012-01-29",1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,"both",3243,"Low",29,2012
"1857","2012-01-30",1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,"both",3624,"Low",30,2012
"1858","2012-01-31",1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,"both",4509,"Mid",31,2012
"1859","2012-02-01",1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,"both",4579,"Mid",1,2012
